Eustrephaceae Chupov	in Bot. Zhurn. (Moscow & Leningrad) 79(3): 7. Mar-Sep 1994.	
Eutocaceae Horan.	Char. Ess. Fam.: 124. 30 Jun 1847.	
Evolvulaceae Bercht. & J. Presl	Přir. Rostlin 2: 130, 132. 1825.	
Exbucklandiaceae Reveal & Doweld	in Novon 9: 552. 30 Dec 1999.	
Fabaceae Lindl.	in Edwards's Bot. Reg. 22: ad t. 1845. 1 Apr 1836	nom. cons., nom. alt.: Leguminosae vel Papilionaceae.
Fagaceae Dumort.	Anal. Fam. Pl.: 11, 12. 1829	nom. cons.
Falcatifoliaceae Melikian & A. V. Bobrov	in Bot. Zhurn. (Moscow & Leningrad) 85(7): 61. 1 Sep 2000.	
Ferulaceae Sacc.	in Nouvo Giornale Bot. Ital. 4: 214. 31 Jul 1872.	
Festucaceae Spreng.	in J. Sadler, Fl. Comit. Pest.: 1: 28. 27 Jun 1825.	
Ficaceae Bercht. & J. Presl	Přir. Rostlin: 260. Jan-Apr 1820.	
Flacourtiaceae Rich. ex DC.	Prodr. 1: 255. med. Jan 1824	nom. cons.
Flagellariaceae Dumort.	Anal. Fam. Pl.: 59, 60. 1829	nom. cons.
Flindersiaceae C. T. White ex Airy Shaw	in Kew Bull. 18: 257. 8 Dec 1965.	
Foetidiaceae Airy Shaw	in Kew Bull. 18: 258. 8 Dec 1965.	
Forestieraceae Meisn.	Pl. Vasc. Gen.: Tab. Diagn. 345, Comm. 257. 13-15 Feb 1842.	
Fothergillaceae Nutt.	Gen. N. Amer. Pl. 1: 108. 14 Jul 1818.	
Fouquieriaceae DC.	Prodr. 3: 349. med. Mar 1828	nom. cons.
Fragariaceae Nestl.	Monogr. Potentilla: 14. Jun 1816.	
Francoaceae A. Juss.	in Ann. Sci. Nat. (Paris) 25: 9. Jan 1832	nom. cons.
Frangulaceae DC.	in J. B. A. P. M. de Lamarck & A. P. de Candolle, Fl. Franç., ed. 3, 4(2): 619. 17 Sep 1805.	
Frankeniaceae Desv.	in S. Gérardin de Mirecourt & N. A. Desvaux, Dict. Rais. Bot.: 188. 12-19 Apr 1817	nom. cons.
Fraxinaceae Vest	Anleit. Stud. Bot.: 269, 288. 1818.	
Fraxinellaceae Nees & Mart.	in Nova Acta Phys.-Med. Acad. Caes. Leop.-Carol. Nat. Cur. 11: 147, 183. 3 Oct 1823.	
Freycinetiaceae Brongn. ex Le Maout & Decne.	Traité Général Bot.: 624. Jan-Apr 1868.	
Fritillariaceae Salisb.	Gen. Pl.: 56. 15-31 Mai 1866.	
Fuchsiaceae Lilja	Skånes Fl., ed. 2: 846, 980. Apr-Dec 1870.	
Fumariaceae Marquis	Esq. Règne Vég.: 50. 15-22 Jul 1820	nom. cons.
Gaiadendraceae Tiegh. ex Nakai	in Bull. Natl. Sci. Mus. Tokyo 31: 45. Mar 1952.	
Galacaceae D. Don	in Edinburgh New Philos. J. 6: 53. Oct-Dec 1828.	
Galanthaceae G. Mey.	Chloris Han.: 510, 560. Jul-Aug 1836.	
Galaxiaceae Raf.	New Fl. N. Amer. 1: 72. Dec 1836.	
Galedupaceae Martinov	Tekhno-Bot. Slovar: 277. 3 Aug 1820.	
Galeniaceae Raf.	in Amer. J. Sci. 1: 376. May-Dec 1819.	
Galiaceae Lindl.	Nat. Syst. Bot., ed. 2: 249. 13 Jun 1836.	
Garciniaceae Bartl.	Ord. Nat. Pl.: 222, 292. Sep 1830.	
Gardeniaceae Dumort.	Anal. Fam. Pl.: 29, 32. 1829.	
Gardneriaceae Wall. ex Perleb	Clav. Class.: 23. Jan-Mar 1838.	
Garryaceae Lindl.	in Edwards's Bot. Reg. 20: ad t. 1686. 1 Jul 1834	nom. cons.
Geissolomataceae A. DC.	in A. P. de Candolle & A. L. P. P. de Candolle, Prodr. 14: 491. med. Oct 1856	nom. cons.
Geitonoplesiaceae R. Dahlgren ex Conran	in Telopea 6: 39. Nov. 1994.	
Gelsemiaceae Struwe & V. A. Albert	in Cladistics 10: 206. Jun 1995.	
Geniostomaceae Struwe & V. A. Albert	in Cladistics 10: 206. Jun 1995.	
Gentianaceae Juss.	Gen. Pl.: 141. 4 Aug 1789	nom. cons.
Geoffroeaceae Mart.	Consp. Regn. Veg.: 34. Sep-Oct 1835.	
Geonomataceae O. F. Cook	in Contr. U.S. Natl. Herb. 16: 252. 14 Mai 1913.	
Geosiridaceae Jonker	Receuil Trav. Bot. Néerl. 36 [=Meded. Bot. Mus. Herb. Rijksuniv. Utrecht 60]: 477. seors. impr. 18 Mai 1939	nom. cons.
Geraniaceae Juss.	Gen. Pl.: 268. 4 Aug 1789	nom. cons.
Gesneriaceae Rich. & Juss.	in A. P. de Candolle, Essai Propr. Méd. Pl., ed. 2: 192. 11 Mai 1816	nom. cons.
Gethyllidaceae Raf.	Fl. Tellur. 4: 19. med. 1838.	
Gilliesiaceae Lindl.	in Bot. Reg. 12: ad t. 992. 1 Jul 1826.	
Ginalloaceae Tiegh.	in Bot. Jahresb. 25(2): 405. 1899.	
Ginkgoaceae Engl.	in H. G. A. Engler & K. A. E. Prantl, Nat. Pflanzenfam. Nachtr. 1: 19. Jul 1897	nom. cons.
Gisekiaceae Nakai	in J. Jap. Bot. 18: 102. 10 Mar 1942.	
Gladiolaceae Raf.	Fl. Tellur. 4: 34. med. 1838.	
Glaucidiaceae Tamura	in Bot. Mag. (Tokyo) 85: 40. Mar 1972.	
Glechomaceae Martinov	Tekhno-Bot. Slovar: 288. 3 Aug 1820.	
Gleicheniaceae C. Presl	Reliq. Haenk.: 1: 70. Jun-Nov 1825.	
Glinaceae Mart.	Consp. Regn. Veg.: 64. Sep-Oct 1835.	
Globulariaceae DC.	in J. B. A. P. M. de Lamarck & A. P. de Candolle, Fl. Franç., ed. 3, 3: 427. 17 Sep 1805	nom. cons.
Glyceriaceae Link	Hort. Berol. 1: 271. 1 Oct-27 Nov 1827.	
Gnaphaliaceae Link ex F. Rudolphi	Syst. Orb. Veg.: 46. 5-12 Jul 1830.	
Gnetaceae Blume	Nov. Pl. Expos.: 23. Aug-Dec 1833	nom. cons.
Gnidiaceae Bercht. & J. Presl	Přir. Rostlin 1(116*-120): 1, 2. 1823.	
Goetzeaceae Miers	in Trans. Linn. Soc. London 27: 191. 1870.	
Gomortegaceae Reiche	in Ber. Deutsche Bot. Ges. 14: 232. 19 Aug 1896	nom. cons.
Gomphiaceae DC. ex Schnizl.	Iconogr. Fam. Regn. Veg. 4: ad t. 248. 1843-1870.	
Gomphrenaceae Raf.	Fl. Tellur. 3: 38. Nov-Dec 1837.	
Gonystylaceae Tiegh.	in Bot. Jahresber. (Just) 21: 389, 390. Jul-Dec 1896	nom. cons.
Goodeniaceae R. Br.	Prodr.: 573. 27 Mar 1810	nom. cons.
Gordoniaceae Spreng.	Syst. Veg. 3: 12. Jan-Mar 1826.	
Gouaniaceae Raf.	Fl. Tellur. 2: 73. Jan-Mar 1837.	
Goupiaceae Miers	in Ann. Mag. Nat. Hist., ser. 3, 9: 292. Apr 1862.	
Gramineae Juss.	Gen. Pl.: 28. 4 Aug 1789	nom. cons.; see Poaceae.
Grammitidaceae Newman	Hist. Brit. Ferns: 7. 1-5 Feb 1840.	
Gratiolaceae Martinov	Tekhno-Bot. Slovar: 294. 3 Aug 1820.	
Grewiaceae Doweld & Reveal	in J. L. Reveal, Bot. Rev. (Lancaster) 71: 100. 20 Mai 2005.	
Greyiaceae Hutch.	Fam. Fl. Pl. 1: 202. 15 Jan 1926	nom. cons.
Grielaceae Martinov	Tekhno-Bot. Slovar: 294. 3 Aug 1820.	
Grindeliaceae Rchb. ex A. Heller	in Muhlenbergia 2: 330. 30 Dec 1907.	
Griseliniaceae J. R. Forst. & G. Forst. ex A. Cunn.	in Ann. Nat. Hist. 3: 261. Dec 1839.	
Gronoviaceae A. Juss.	in V. V. D. d’Orbigny, Dict. Univ. Hist. Nat. 6: 340. 1845.	
Grossulariaceae DC.	in J. B. A. P. M. de Lamarck & A. P. de Candolle, Fl. Franç., ed. 3, 4(2): 405. 17 Sep 1805	nom. cons.
Grubbiaceae Endl. ex Meisn.	Pl. Vasc. Gen.: Tab Diagn. 323, Comm. 239. 18-24 Jul 1841	nom. cons.
Guaiacanaceae Juss.	Gen. Pl.: 155. 4 Aug 1789.	
Guettardaceae Batsch	Tab. Affin. Regni Veg.: 235. 2 Mai 1802.	
Guamatelaceae S. Oh & D. Potter	Syst. Bot. 31: 736. 15 Dec 2006.	
Gunneraceae Meisn.	Pl. Vasc. Gen.: Tab. Diagn. 345, 346, Comm. 257. 13-15 Feb 1842	nom. cons.
Gustaviaceae Burnett	Outl. Bot.: 717, 1092, 1135. Feb 1835.	
Guttiferae Juss.	Gen. Pl.: 255. 4 Aug 1789	nom. cons.
Gymnogrammitidaceae Ching	in Acta Phytotax. Sin. 11: 12. Jan 1966.	
Gyrocarpaceae Dumort.	Anal. Fam. Pl.: 13, 14. 1829.	
Gyrostemonaceae A. Juss.	in V. V. D. d’Orbigny, Dict. Univ. Hist. Nat. 6: 450. 1845	nom. cons.
Hachetteaceae Doweld	Tent. Syst. Pl. Vasc.: xxv. 23 Dec 2001.	
Haemanthaceae Salisb.	Gen. Pl.: 129. 15-31 Mai 1866.	
Haemodoraceae R. Br.	Prodr.: 299. 27 Mar 1810	nom. cons.
Halesiaceae D. Don	in Edinburgh New Philos. J. 6: 49. Oct-Dec 1828.	
Halocarpaceae Melikian & A. V. Bobrov	in Bot. Zhurn. (Moscow & Leningrad) 85(7): 60. 1 Sep 2000.	
Halophilaceae J. Agardh	Theoria Syst. Pl.: 50. Apr-Sep 1858.	
Halophytaceae A. Soriano	in Bol. Soc. Argent. Bot. 23: 161. 29 Aug 1984.	
Haloragaceae R. Br.	in M. Flinders, Voy. Terra Austral. 2: 549. 19 Jul 1814	nom. cons.
Hamamelidaceae R. Br.	in C. Abel, Narr. Journey China: 374. 15 Aug 1818	nom. cons.
Hameliaceae Mart.	Consp. Regn. Veg.: 31. Sep-Oct 1835.	
Hanguanaceae Airy Shaw	in Kew Bull. 18: 260. 8 Dec 1965.	
Haptanthaceae C. Nelson	in Ceiba 42: 33. Mai 2002.	
Harmandiaceae Tiegh.	in Bot. Jahresber. (Just) 24(2): 279. 1898.	
Hebenstretiaceae Horan.	Prim. Lin. Syst. Nat.: 76. 2 Nov 1834.	
Hectorellaceae Philipson & Skipw.	in Trans. Roy. Soc. New Zealand, Bot. 1: 31. 20 Sep 1961.	
Hederaceae Giseke	Prael. Ord. Nat. Pl.: 519. Apr 1792.	
Hedyosmaceae Caruel	in Atti Reale Accad. Lincei, Mem. Cl. Sci. Fis., ser. 3, 10: 214, 249. 5 Jun 1881.	
Hedyotidaceae Dumort.	Comment. Bot.: 57. Nov-Dec 1822.	
Hedysaraceae Bercht. & J. Presl	Přir. Rostlin: 230. Jan-Apr 1820.	
Heisteriaceae Tiegh.	in Bot. Jahresber. (Just) 25(2): 406. 19 Jan 1900.	
Heleniaceae Raf.	in Cincinnati Lit. Gaz. 2: 28. 24 Jul 1824.	
Heliamphoraceae Chrtek	Slavíková & Studnička in Preslia 64: 8. 10 Feb 1992.	
Helianthemaceae G. Mey.	Chloris Han.: 9, 185. Jul-Aug 1836.	
Heliconiaceae Vines	Stud. Text-book Bot. 2: 561, 562. Mar 1895.	
Helicteraceae J. Agardh	Theoria Syst. Pl.: 264. Apr-Sep 1858.	
Heliotropiaceae Schrad.	in Commentat. Soc. Regiae Sci. Gott. Recent. 4: 192 [Asperifol. Linnei Comm.: 22]. Dec 1819	nom. cons.
Helleboraceae Vest	Anleit. Stud. Bot.: 264, 274. 1818.	
Helminthostachyaceae Ching	in Bull. Fan Mem. Inst. Biol., Bot., ser. 10: 235. 15 Mar 1941.	
Heloniadaceae J. Agardh	Theoria Syst. Pl.: 4. Apr-Sep 1858.	
Helosaceae Bromhead	in Mag. Nat. Hist., n.s., 4: 336, 338. Jul 1840.	
Helwingiaceae Decne.	in Ann. Sci. Nat. Bot., sér. 2, 6: 69. Aug 1836.	
Hemerocallidaceae R. Br.	Prodr.: 295. 27 Mar 1810.	
Hemimeridaceae Doweld	Tent. Syst. Pl. Vasc.: xlix. 23 Dec 2001.	
Hemionitidaceae Pic. Serm.	in Webbia 21: 487. 15 Jul 1966.	
Hemiphylacaceae Doweld	New Syllabus Pl. Fam.: 921. Apr 2007.	
Henriqueziaceae Bremek.	in Acta Bot. Neerl. 6 [Meded. Bot. Mus. Herb. Rijksuniv. Utrecht 141]: 371. Aug 1957.	
Henslowiaceae Lindl.	Key Bot.: 57. 15-30 Sep 1835.	
Hermanniaceae Marquis	Esq. Règne Vég.: 52. 15-22 Jul 1820.	
Hernandiaceae Blume	Bijdr. 11: 550. 24 Jan 1826	nom. cons.
Herniariaceae Martinov	Tekhno-Bot. Slovar: 307. 3 Aug 1820.	
Herreriaceae Kunth	Enum. Pl. 5: 290. 10-11 Jun 1850.	
Hesperocallidaceae Traub	in Pl. Life 28: 131. 22 Feb 1972.	
Heterantheraceae J. Agardh	Theoria Syst. Pl.: 36. Apr-Sep 1858.	
Heteropyxidaceae Engl. & Gilg	Syllabus, ed. 8: 281. Jan-Feb 1920	nom. cons.
Heterostylaceae Hutch.	Fam. Fl. Pl., Monocot. 2: 41. 20 Jul 1934.	
Hibbertiaceae J. Agardh	Theoria Syst. Pl.: 200. Apr-Sep 1858.	
Hibiscaceae J. Agardh	Theoria Syst. Pl.: 275. Apr-Sep 1858.	
Hilleriaceae Nakai	in J. Jap. Bot. 18: 99. 10 Mar 1942.	
Himantandraceae Diels	in Bot. Jahrb. Syst. 55: 126. 27 Nov 1917	nom. cons.
Hippocastanaceae A. Rich.	Bot. Méd. (2:) 680. Jun 1823	nom. cons.
Hippocrateaceae Juss.	in Ann. Mus. Natl. Hist. Nat. 18: 486. Jul-Aug 1811	nom. cons.
Hippomanaceae J. Agardh	Theoria Syst. Pl.: 244. Apr-Sep 1858.	
Hippophaeaceae G. Mey.	Chloris Han.: 456, 460. Jul-Aug 1836.	
Hippuridaceae Vest	Anleit. Stud. Bot.: 265, 278. 1818	nom. cons.
Hirtellaceae Horan.	Char. Ess. Fam.: 152. 30 Jun 1847.	
Holcaceae Link	Hort. Berol. 2: 252. Jul-Dec 1833.	
Homaliaceae R. Br.	in J. H. Tuckey, Narr. Exped. Zaire: 438. 5 Mar 1818.	
Hopkinsiaceae B. G. Briggs & L. A. S. Johnson	in Telopea 8: 484. Jul 2000.	
Hoplestigmataceae Gilg	in H. G. A. Engler & E. F. Gilg, Syllabus, ed. 9-10: 322. 6 Nov 1924	nom. cons.
Hordeaceae Bercht. & J. Presl	Přir. Rostlin: 265. Jan-Apr 1820.	
Hornschuchiaceae J. Agardh	Theoria Syst. Pl.: 65. Apr-Sep 1858.	
Hortensiaceae Martinov	Tekhno-Bot. Slovar: 315. 3 Aug 1820.	
Hortoniaceae A. C. Sm.	in J. Indian Bot. Soc. 50A: 220. Dec 1971.	
Hostaceae B. Mathew	in Kew Bull. 43: 302. Jun 1988.	
Hottoniaceae Döll	Fl. Baden 2: 641. med. 1858.	
Houstoniaceae Raf.	Good Book: 21. Jan 1840.	
Huaceae A. Chev.	in Rev. Int. Bot. Appl. Agric. Trop. 27: 28. Jan-Feb 1947.	
Huerteaceae Doweld	in Byull. Mosk. Obshch. Ispyt. Prir., Biol. 105(5): 59. 9 Oct 2000.	
Hugoniaceae Arn.	in R. Wight & C. A. W. Arnott, Prodr. Fl. Ind. Orient.: 1: 71. 22 Sep 1834.	
Humbertiaceae Pichon	in Notul. Syst. (Paris) 13: 23. Jul-Sep 1947	nom. cons.
Humiriaceae A. Juss.	in A. St-Hil., Fl. Bras. Merid. 2: 87. 10 Oct 1829	nom. cons.
Humulaceae Bercht. & J. Presl	Přir. Rostlin: 258. Jan-Apr 1820.	
Huperziaceae Rothm.	in Feddes Repert. Spec. Nov. Regni Veg. 66: 236. 15 Nov 1962.	
Hyacinthaceae Batsch ex Borkh.	Bot. Wörterb. 1: 315. 1797.	
Hydatellaceae U. Hamann	in New Zealand J. Bot. 14: 195. 22 Jun 1976.	
Hydnoraceae C. Agardh	Aphor. Bot.: 88. 21 Dec 1821	nom. cons.
Hydrangeaceae Dumort.	Anal. Fam. Pl.: 36, 38. 1829	nom. cons.
Hydrastidaceae Martinov	Tekhno-Bot. Slovar: 318. 3 Aug 1820.	
Hydrillaceae Prantl	Lehrb. Bot., ed. 3: 188. 24 Jan 1879.	
Hydrocharitaceae Juss.	Gen. Pl.: 67. 4 Aug 1789	nom. cons.
Hydrocotylaceae Bercht. & J. Presl	Přir. Rostlin: 258. Jan-Apr 1820	nom. cons.
Hydroleaceae R. Br. ex Edwards	in Bot. Rev. 7: ad t. 566. 1 Aug 1821.	
Hydropeltidaceae Dumort.	Comment. Bot.: 64. Nov-Dec 1822.	
Hydrophylacaceae Martinov	Tekhno-Bot Slovar: 318. 3 Aug 1820.	
Hydrophyllaceae R. Br.	in Bot. Reg. 3: ad t. 242. 1 Dec 1817	nom. cons.
Hydrostachyaceae Engl.	in Bot. Jahrb. Syst. 20: 136. 16 Nov 1894	nom. cons.
Hymenocardiaceae Airy Shaw	in Kew Bull. 18: 261. 8 Dec 1965.	
Hymenophyllaceae Mart.	Consp. Regni Veg.: 3. Sep-Oct 1835.	
Hymenophyllopsidaceae Pic. Serm.	in Webbia 24: 712. 28 Apr 1970.	
Hyoscyamaceae Vest	Anleit. Stud. Bot.: 272, 294. 1818.	
Hypecoaceae Willk. & Lange	Prodr. Fl. Hispan. 3: 875. Apr-Mai 1880.	
Hypericaceae Juss.	Gen. Pl.: 254. 4 Aug 1789	nom. cons.
Hypodematiaceae Ching	in Acta Phytotax. Sin. 13(1): 96. Jan 1975.	
Hypolepidaceae Pic. Serm.	in Webbia 24: 705. 28 Apr 1970.	
Hypopityaceae Klotzsch	in Linnaea 24: 11. Mai 1851.	
Hypoxidaceae R. Br.	in M. Flinders, Voy. Terra Austral. 2: 576. 19 Jul 1814	nom. cons.
Hypseocharitaceae Wedd.	Chlor. Andina 2: 288. Nov 1861.	
Icacinaceae Miers	in Ann. Mag. Nat. Hist., ser. 2, 8: 174. Sep 1851	nom. cons.
Idiospermaceae S. T. Blake	in Contr. Queensland Herb. 12: 3. 4 Sep 1972.	
Ilicaceae Dumort.	Comment. Bot.: 59. 1822.	
Illecebraceae R. Br.	Prodr.: 413. 27 Mar 1810	nom. cons.
Illiciaceae Bercht. & J. Presl	Přir. Rostlin 2(72): 288. 1825	nom. cons.
Illigeraceae Blume	Nov. Pl. Expos.: 12. Aug-Dec 1833.	
Impatientaceae Lem.	Ill. Hort. 1: ad t. 9. Mar 1854.	
Imperatoriaceae Martinov	Tekhno-Bot. Slovar: 328. 3 Aug 1820.	
Inocarpaceae Zoll.	Syst. Verz. 2: 117. 1854-1855.	
Inulaceae Bercht. & J. Presl	Přir. Rostlin: 254. Jan-Apr 1820.	
Iodaceae Tiegh.	in Bot. Jahresb. 25(2): 406. 19 Jan 1900.	
Iriarteaceae O. F. Cook & Doyle	in Contr. U.S. Natl. Herb. 16: 225. 13 Feb 1913.	
Iridaceae Juss.	Gen. Pl.: 57. 4 Aug 1789	nom. cons.
Irvingiaceae Exell & Mendonça	Consp. Fl. Angol. 1: 279, 395. 20 Aug 1951	nom. cons.
Isatidaceae Döll	Fl. Baden 3: 1310. 30-31 Dec 1861.	
Isnardiaceae Martinov	Tekhno-Bot. Slovar: 348. 3 Aug 1820.	
Isoëtaceae Rchb.	Bot. Damen: 309. 1828.	
Isophysidaceae F. A. Barkley	in Revista Fac. Nac. Agron. Medellin Univ. Antioquia 8: 152. Sep 1948.	
Iteaceae J. Agardh	Theoria Syst. Pl.: 151. Apr-Sep 1858	nom. cons.
Ixerbaceae Griseb. ex Doweld & Reveal	New Syllabus Pl. Fam.: 731. Apr 2007.	
Ixiaceae Horan.	Prim. Lin. Syst. Nat.: 51. 2 Nov 1834.	
Ixiolirionaceae Nakai	Chosakuronbun Mokuroku [Ord. Fam. Trib. Nov.]: 234. 20 Jul 1943.	
Ixonanthaceae Planch. ex Miq.	Fl. Ned. Ind. 1(2): viii, 494. 30 Sep 1858	nom. cons.
Jamboliferaceae Martinov	Tekhno-Bot. Slovar: 324. 3 Aug 1820.	
Japonoliriaceae Takht.	in Bot. Zhurn. (Moscow & Leningrad) 81(2): 85. Mai-Jun 1996.	
Jasionaceae Dumort.	Anal. Fam. Pl.: 28, 30. 1829.	
Jasminaceae Juss.	Gen. Pl.: 104. 4 Aug 1789.	
Johnsoniaceae Lotsy	Vortr. Bot. Stammesgesch. 3: 731. 3-20 Sep 1911.	
Joinvilleaceae Tolm. & A. C. Sm.	in Taxon 19: 888. 30 Dec 1970.	
Juglandaceae DC. ex Perleb	Vers. Artzneikr. Pfl.: 143. Mai 1818	nom. cons.
Julianiaceae Hemsl.	in J. Bot. 44: 379. Oct 1906	nom. cons.
Juncaceae Juss.	Gen. Pl.: 43. 4 Aug 1789	nom. cons.
Juncaginaceae Rich.	Démonstr. Bot.: ix. Mai 1808	nom. cons.
Juniperaceae J. Presl & C. Presl	Delic. Prag.: 142. Jul 1822.	
Jussiaeaceae Martinov	Tekhno-Bot. Slovar: 350. 3 Aug 1820.	
Justiciaceae Raf.	Fl. Tellur. 4: 60. med. 1838.	
Kadsuraceae Radogizky	in Zurn. Sadov. 6: 8, 10. 2 Dec 1849.	
Kaliphoraceae Takht.	in Bot. Zhurn. (Moscow & Leningrad) 81(2): 86. Mai-Jun 1996.	
Kaniaceae Nakai	Chosakuronbun Mokuroku [Ord. Fam. Trib. Nov.]: 245. 20 Jul 1943.	
Kingdoniaceae A. S. Foster ex Airy Shaw	in Kew Bull. 18: 262. 8 Dec 1965.	
Kingiaceae Endl. ex Schnizl.	Icongr. Fam. Regn. Veg. 1: 51*****. Jan-Jul 1845.	
Kirengeshomaceae Nakai	Chosakuronbun Mokuroku [Ord. Fam. Trib. Nov.]: 245. 20 Jul 1943.	
Kirkiaceae Takht.	Sist. Filog. Cvetk. Rast: 321. 4 Feb 1967.	
Kobresiaceae Gilly	in Iowa State Coll. J. Sci. 26: 210. Jan 1952.	
Koeberliniaceae Engl.	in H. G. A. Engler & K. A. E. Prantl, Nat. Pflanzenfam. III, 6: 319. 14 Mai 1895	nom. cons.
Koelreuteriaceae J. Agardh	Theoria Syst. Pl.: 227. Apr-Sep 1858.	
Krameriaceae Dumort.	Anal. Fam. Pl.: 20, 23. 1829	nom. cons.
Labiatae Juss.	Gen. Pl.: 110. 4 Aug 1789	nom. cons.
Lacandoniaceae E. Martínes & Ramos	in Ann. Missouri Bot. Gard. 76: 128. 25 Apr 1989.	
Lachenaliaceae Salisb.	Gen. Pl.: 20. 15-31 Mai 1866.	
Lacistemataceae Mart.	Nov. Gen. Sp. Pl. 1: 154, 158. Jan-Mar 1826	nom. cons.
Lactoridaceae Engl.	in H. G. A. Engler & K. A. E. Prantl, Nat. Pflanzenfam. III, 2: 19. Feb 1888	nom. cons.
Lactucaceae Drude	in J. A. Schenk, Handb. Bot. 3(2): 369. 1886.	
Lagerstroemiaceae J. Agardh	Theoria Syst. Pl.: 338. Apr-Sep 1858.	
Lagoeciaceae Bercht. & J. Presl	Přir. Rostlin: 259. Jan-Apr 1820.	
Laguraceae Link	Hort. Berol. 2: 250. Jul-Dec 1833.	
Lamiaceae Martinov	Tekhno-Bot. Slovar: 355. 3 Aug 1820	nom. cons., nom. alt.: Labiatae.
Lanariaceae H. Huber ex R. Dahlgren	in R. Dahlgren & A. E. van Wyk in Monogr. Syst. Bot. Missouri Bot. Gard. 25: 71. Jun 1988.	
Langsdorffiaceae Tiegh. ex Pilg.	in H. G. A. Engler & K. A. E. Prantl, Nat. Pflanzenfam. Nachtr. 4: 76. Apr 1914.	
Lantanaceae Martinov	Tekhno-Bot. Slovar: 357. 3 Aug 1820.	
Lapageriaceae Kunth	Enum. Pl. 5: 283. 10-11 Jun 1850.	
Lardizabalaceae R. Br.	in Trans. Linn. Soc. London 13: 212. 23 Mai-21 Jun 1821	nom. cons.
Lasiaceae Vines	Stud. Text-book Bot. 2: 540. Mar 1895.	
Lasiopetalaceae Rchb.	in Mag. Aesth. Bot. 1(2): ad t. 37. 1823.	
Lathyraceae Burnett	Outl. Bot.: 660, 1092, 1138. Feb 1835.	
Lauraceae Juss.	Gen. Pl.: 80. 4 Aug 1789	nom. cons.
Lawsoniaceae J. Agardh	Theoria Syst. Pl.: 338. Apr-Sep 1858.	
Laxmanniaceae Bubani	Fl. Pyren. 4: 111. 15-28 Feb 1902.	
Lecythidaceae A. Rich.	in J. B. G. M. Bory de Saint-Vincent, Dict. Class. Hist. Nat. 9: 269. 25 Feb 1825	nom. cons.
Ledaceae J. F. Gmel.	Allg. Gesch. Pflanzengifte, ed. 2: 404. Jun 1803.	
Ledocarpaceae Meyen	Reise 1: 308. 25-31 Mai 1834.	
Leeaceae Dumort.	Anal. Fam. Pl.: 21, 27. 1829	nom. cons.
Leguminosae Juss.	Gen. Pl.: 345. 4 Aug 1789	nom. cons.; see Fabaceae and Papilionaceae.
Leitneriaceae Benth. & Hook.f.	Gen. Pl. 3: vi, 396. 7 Feb 1880	nom. cons.
Lemnaceae Gray	Nat. Arr. Brit. Pl. 2: 729. 10 Jan 1822	nom. cons.
Lennoaceae Solms	in Abh. Naturf. Ges. Halle 11: 174. 7 Jan 1870	nom. cons.
Lentibulariaceae Rich.	in P. A. Poiteau & P. J. F. Turpin, Fl. Paris 1: ed. fol.: 23, ed. qu.: 26. 18 Jan 1808	nom. cons.
Lentiscaceae Horan.	Tetractys: 25. Jun-Dec 1843.	
Leoniaceae A. DC.	in A. P. de Candolle & A. L. P. P. de Candolle, Prodr. 8: 668. med. Mar 1844.	
Leonticaceae Airy Shaw	in Kew Bull. 18: 263. 8 Dec 1965.	
Lepidobotryaceae J. Léonard	in Bull. Jard. Bot. Etat 20: 38. Jun 1950	nom. cons.
Lepidocarpaceae Schultz Sch.	Nat. Syst. Pflanzenr.: 374. 30 Jan-10 Feb 1832.	
Lepidocaryaceae Mart.	Hist. Nat. Palm. 3: 196. 23 Sep 1838.	
Lepidocerataceae Nakai	in Bull. Natl. Sci. Mus. Tokyo 31: 45. Mar 1952.	
Lepidothamnaceae Melikian & A. V. Bobrov	in Bot. Zhurn. (Moscow & Leningrad) 85(7): 63. 1 Sep 2000.	
Leptaulaceae Tiegh.	in Bot. Jahresb. 25(2): 406. 19 Jan 1900.	
Leptospermaceae Bercht. & J. Presl	Přir. Rostlin 2: 378. 1825.	
Lepturaceae Herter	in Revista Sudamer. Bot. 6: 147. Jun 1940.	
Lepuropetalaceae Nakai	Chosakuronbun Mokuroku [Ord. Fam. Trib. Nov.]: 243. 20 Jul 1943.	
Leucojaceae Batsch ex Borkh.	Bot. Wörterb. 1: 372. 1797.	
Libocedraceae Doweld	in Novosti Sist. Vyssh. Rast. 33: 42. 30 Mar 2001.	
Licaniaceae Martinov	Tekhno-Bot. Slovar: 336. 3 Aug 1820.	
Ligustraceae G. Mey.	Chloris Han.: 245, 254. Jul-Aug 1836.	
Lilaeaceae Dumort.	Anal. Fam. Pl.: 62, 65. 1829	nom. cons.
Liliaceae Juss.	Gen. Pl.: 48. 4 Aug 1789	nom. cons.
Limeaceae Shipunov ex Reveal	in Bot. Rev. (Lancaster) 71: 128. 20 Mai 2005.	
Limnanthaceae R. Br.	in London Edinburgh Philos. Mag. &. J. Sci. 3: 70. Jul 1833	nom. cons.
Limnocharitaceae Takht. ex Cronquist	Integr. Syst. Class. Fl. Pl.: 1048. 10 Aug 1981.	
Limodoraceae Horan.	Char. Ess. Fam.: 44. 30 Jun 1847.	
Limoniaceae Ser.	Fl. Pharm.: 456. 1851	nom. cons.
